,xgb_importance,boruta_score,shap_mean_abs,avg_norm_rank,xgb_importance_norm,boruta_score_norm,shap_mean_abs_norm
act_luis_caputo_mean_lag2,0.01024359695147723,0.0,1176.8247634887696,0.08051970062996815,0.18762996244990424,0.0,0.0539291394400002
bonos_soberanos_mean,0.011159082729318471,0.0,533.201220703125,0.07627773366765381,0.2043987364394941,0.0,0.02443446456346732
cant_empresas_std_lag1,0.009526192139435175,0.0,1151.9527770996094,0.07575958508405002,0.1744893987804776,0.0,0.05278935647167247
menciona_sector_agroexportador_prop_true,0.008668113499879837,0.0,1470.2516845703126,0.07538261787401448,0.1587721401181661,0.0,0.06737571350387736
spread_usd_mean,0.012196449452246582,0.0,46.43110046386719,0.07517591006987964,0.22339997986909943,0.0,0.0021277503405395044
act_luis_caputo_std_lag2,0.010109053842461435,0.0,626.701318359375,0.07129492003719977,0.18516556262901063,0.0,0.028719197482588683
act_fondo_monetario_internacional_directorio_mean_lag3,0.00476230843923986,0.0,2713.74716796875,0.07053012534953952,0.08723027251678209,0.0,0.12436010353183648
impacto_sector_bancario_mean_lag3,0.0047083294961936415,0.0,2526.5339080810545,0.06734080819119877,0.08624155077140076,0.0,0.11578087380219552
act_indec_mean_lag3,0.004153196708648466,0.0,2649.9833892822267,0.065837119466285,0.0760732920459546,0.0,0.1214380663529004
emp_la nacion_mean_lag3,0.008592655246320646,0.0,551.6797729492188,0.06089041607848742,0.15738998604192586,0.0,0.02528126219353642
emp_banco nacion_std_lag2,0.008890508860349654,0.0,2.7479963302612305,0.05432388068535746,0.16284571245136564,0.0,0.0001259296047067597
tipo_evento_otro_prop_true,0.008000008458356089,0.0,43.39002685546875,0.04950766029677775,0.14653459070583638,0.0,0.001988390184496876
act_luis_caputo_mean,0.004907819519495859,0.0,1259.5411022186279,0.04920508887990008,0.08989557052233677,0.0,0.057719696117363474
horizonte_dias_mean_lag1,0.006145362807808396,0.0,465.70085220336915,0.04463486782728645,0.11256340895995966,0.0,0.02134119452189968
sector_Política_sum_true_lag1,0.005325724602153059,0.0,564.31640625,0.04113686813831144,0.09755025620921229,0.0,0.025860348205722025
act_administracion_de_donald_trump_mean,5.440697023004759e-05,0.0,2473.0931884765623,0.03810948756072018,0.0009965618356162222,0.0,0.11333190084654433
expectativa_fin_largo_mean,0.00343142110491379,0.0,1089.1789596557617,0.037588451556428835,0.06285266943970648,0.0,0.04991268522958003
merval_mean,0.003032069644632429,0.0,1116.5672527313232,0.035568535741821616,0.05553782682613601,0.0,0.051167780399328844
bonos_soberanos_std_lag2,0.004554485095259219,0.0,471.8459690093994,0.03501547114567896,0.08342361296037717,0.0,0.021622800476659706
emp_banco nacion_mean_lag2,0.003931941727205413,0.0,614.1509864807128,0.03338822470980869,0.07202060781241225,0.0,0.028144066317013824
tasa_bcra_std_lag3,0.0041145823895931246,0.0,343.172412109375,0.03036407022993093,0.07536600111399955,0.0,0.015726209575793234
expectativa_fin_corto_mean,0.0041026144243971885,0.0,334.24359397888185,0.03015460801193882,0.0751467862355782,0.0,0.015317037800238256
act_fondo_monetario_internacional_directorio_mean_lag1,0.0012583310818619965,0.0,1454.0630182743073,0.029894152170742993,0.02304860438747209,0.0,0.06663385212475689
caracter_desconocido_prop_true_lag2,0.0034040757454931736,0.0,580.188510131836,0.029646497547429363,0.062351789837983236,0.0,0.02658770280430485
base_monetaria_spec_centroid,0.003746727012185147,0.0,349.38062896728513,0.028212924414619867,0.0686280660920539,0.0,0.0160107071518057
emp_banco nacion_prop_no_cero_lag2,0.0025990812356440074,0.0,776.1530805587769,0.02772494421718048,0.047606862800064535,0.0,0.035567969851476894
tasa_prestamos_personales_std20,0.0015045507054310292,0.0,1153.8702451229096,0.026811929132812645,0.027558561089548787,0.0,0.052877226308889136
act_banco_central_de_la_republica_argentina_bcra_prop_no_cero_lag1,0.0007022613106528297,0.0,1451.723388671875,0.026463273146005,0.012863183115459174,0.0,0.06652663632255583
act_fondo_monetario_internacional_directorio_std_lag3,0.003023058855478933,0.0,452.5021545410156,0.025369709775573148,0.05537277796307325,0.0,0.02073635136364619
act_indec_prop_no_cero_lag2,0.003387521579861641,0.0,224.4683837890625,0.02411168414733028,0.0620485704229138,0.0,0.01028648201907705
badlar_diff10,0.0013738085400021305,0.0,981.2979516029358,0.02337757183763699,0.025163782409145338,0.0,0.04496893310376563
impacto_fmi_mean_lag3,0.0037979454210862683,0.0,2.2233196258544923,0.023222703152551774,0.06956622367326128,0.0,0.00010188578439405027
act_administracion_de_donald_trump_mean_lag2,0.000160205681095249,0.0,1343.6495361328125,0.021502834348835986,0.0029344561359208924,0.0,0.06157404691058707
tipo_actor_principal_provincia_prop_true_lag1,0.003261750191450119,0.0,96.37406749725342,0.02138709195856633,0.05974484049321142,0.0,0.004416435382487572
expectativa_macro_corto_prop_no_cero,0.0032649352189736192,0.0,77.35326251983642,0.021115989504391332,0.059803180019597224,0.0,0.0035447884935767746
gobernanza_std_lag3,0.0019668398424983026,0.0,569.0842224121094,0.020701686280517648,0.03602622082272703,0.0,0.02607883801882591
act_indec_mean_lag2,0.0009999683907381041,0.0,952.2296321868896,0.020651024861389606,0.01831622549130307,0.0,0.043636849092865755
impacto_sector_agroexportador_mean_lag1,0.002609897520051163,0.0,274.4288757324219,0.020126984241244705,0.047804982566663656,0.0,0.012575970157070458
act_fondo_monetario_internacional_directorio_mean,0.00021997933508828283,0.0,1204.251986694336,0.019738445696503,0.004029318468686645,0.0,0.05518601862082236
act_administracion_de_donald_trump_mean_lag1,0.0001056825443811249,0.0,1234.1476440429688,0.019497260899577703,0.001935766501529644,0.0,0.05655601619720347
volatilidad_merval_std,0.0030973471904836456,0.0,25.801798629760743,0.019305298462849858,0.05673350286990298,0.0,0.0011823925186465979
menciona_embi_prop_true_lag1,0.0029153590143672138,0.0,53.10643768310547,0.018611238397742525,0.053400061031767365,0.0,0.0024336541614602136
expectativa_macro_corto_std_lag3,0.0024431742821462875,0.0,207.84432106018068,0.018091937930650722,0.04475114561702586,0.0,0.0095246681749263
act_javier_milei_mean_lag3,0.002368800128533621,0.0,216.12511291503907,0.01776433076787458,0.043388848787534184,0.0,0.009904143516089562
cant_empresas_prop_no_cero_lag1,0.0007407292148855049,0.0,854.3470390319824,0.017573025416855254,0.013567792195735657,0.0,0.0391512840548301
emp_bbc_prop_no_cero,0.0028312956914305688,0.0,13.449514722824096,0.017492208892094133,0.05186028958227254,0.0,0.0006163370940098662
sector_Tecnología_prop_true,0.0014060928572291686,0.0,570.7271446228027,0.01730308482081454,0.025755127935304135,0.0,0.02615412652713949
cant_empresas_mean_lag3,0.0023850848251544044,0.0,156.13170776367187,0.016947339921041613,0.04368713239142247,0.0,0.007154887371702366
act_anses_administracion_nacional_de_seguridad_social_mean_lag2,0.0006618427578359842,0.0,842.8494735717774,0.016915747106946735,0.012122844386472913,0.0,0.03862439693436729
act_javier_milei_mean,0.0015440925672010053,0.0,473.9369384765625,0.016667154275448973,0.028282841640047213,0.0,0.02171862118629971
act_gobierno_mean,0.0005142577894730494,0.0,876.8321533203125,0.01653374855516115,0.009419559377966756,0.0,0.04018168628751669
menciona_eeuu_prop_true,0.0015611666658402966,0.0,413.413525390625,0.015846887159716785,0.028595584566358287,0.0,0.018945076912792073
tipo_actor_principal_organismo_internacional_prop_true_lag3,0.0024661630908345165,0.0,49.06268310546875,0.015806857435181322,0.04517222713081174,0.0,0.0022483451747322245
ticker_ADA_prop_true_lag3,0.0018011324107646942,0.0,312.4811592102051,0.015770247751857563,0.03299099019610976,0.0,0.014319753059462934
emp_mercado libre_mean_lag1,0.002346493839286268,0.0,57.75245072841644,0.015208943692386219,0.04298026884889515,0.0,0.002646562228263506
act_gobierno_mean_lag1,0.0005304317879563314,0.0,758.4096767425538,0.014823558819657608,0.009715815345715017,0.0,0.03475486111325781
act_fondo_monetario_internacional_directorio_prop_no_cero_lag3,0.0017779620422516019,0.0,239.57872314453124,0.014515170367937107,0.03256658308651189,0.0,0.01097892801729943
badlar_hp_rm20,0.002025862505407794,0.0,128.55339860916138,0.014332803976323189,0.03710732739865534,0.0,0.005891084530314229
cant_empresas_mean_lag1,0.002063059872996542,0.0,103.3362231016159,0.014174715747511524,0.03778866430765054,0.0,0.004735482934884039
act_javier_milei_prop_no_cero_lag1,0.0022725597149928943,0.0,0.0,0.013875343983468964,0.04162603195040689,0.0,0.0
emae_desestacionalizado_hp_rm20,0.001678797314194469,0.0,236.3156982421875,0.013859866293167045,0.03075020215217304,0.0,0.010829396727328093
emp_banco central de la republica argentina bcra_mean_lag3,0.0008834448293498553,0.0,526.3900650024414,0.01343474097650182,0.016181886200976606,0.0,0.024122336728528853
score_fuente_std,0.0017996564815490502,0.0,147.7600070953369,0.013245067311663432,0.032963955889252335,0.0,0.006771246045737961
act_indec_std_lag3,0.0016724415123462676,0.0,191.72968139648438,0.013139994436897081,0.030633784172456935,0.0,0.008786199138234306
act_administracion_de_donald_trump_mean_lag3,7.779707666486502e-05,0.0,824.6919219970703,0.013072434438017049,0.0014249938417614041,0.0,0.037792309472289745
act_javier_milei_std_lag2,0.002103923261165619,0.0,1.816925621032715,0.012873471127548261,0.038537150998805836,0.0,8.326238383894894e-05
sector_Comercio / Consumo_prop_true_lag1,0.001338173099995643,0.0,301.64582004547117,0.012778089375128818,0.024511055022273794,0.0,0.013823213103112663
act_anses_administracion_nacional_de_seguridad_social_mean_lag3,0.00028823075044783766,0.0,716.0357238769532,0.01269749993546885,0.005279466298763006,0.0,0.032813033507643544
shock_positivo_sum_true,0.001307930185202144,0.0,307.4155982971191,0.01268157342295973,0.02395710146533874,0.0,0.014087618803540442
act_gobierno_prop_no_cero_lag2,0.0020524488762021066,0.0,2.7177379846572878,0.01257294924690081,0.03759430475411413,0.0,0.00012454298658830582
act_anses_administracion_nacional_de_seguridad_social_mean_lag1,0.0001076629348062852,0.0,779.2984771728516,0.012561383878817056,0.001972040925725472,0.0,0.0357121107107257
impacto_sector_energia_std_lag2,0.0016984762726679036,0.0,133.1693977355957,0.012404424988944868,0.031110657786743014,0.0,0.00610261718009159
act_luis_caputo_mean_lag1,0.001206984880882389,0.0,327.4773582458496,0.012371691510086462,0.022108106063750004,0.0,0.015006968466509377
shock_mixto_prop_true_lag2,0.0019512314720486756,0.0,16.598123168945314,0.01216698349722044,0.03574032535307509,0.0,0.0007606251385862276
menciona_mercosur_prop_true_lag3,0.0017164072580577283,0.0,102.56412506103516,0.012046398977100657,0.03143909614011823,0.0,0.0047001007911837405
act_banco_central_de_la_republica_argentina_bcra_std_lag1,0.0007121095852198778,0.0,501.5791307449341,0.012009641189535777,0.013043572035090097,0.0,0.02298535153351723
tipo_evento_sindical_social_sum_true_lag1,0.0009781602770090104,0.0,377.7478759765625,0.01174247812466113,0.017916770536224716,0.0,0.01731066383775867
act_anses_administracion_nacional_de_seguridad_social_std_lag3,0.0017810933670261875,0.0,52.16781542301178,0.011671526611191708,0.032623938950146224,0.0,0.002390640883428897
act_javier_milei_mean_lag1,0.0007105179145582951,0.0,479.75413818359374,0.0116665392452812,0.013014417714798112,0.0,0.021985200021045488
act_indec_prop_no_cero,0.0016036844984228082,0.0,119.619828414917,0.011618690126386638,0.02937437539234422,0.0,0.005481694986815697
menciona_brasil_prop_true_lag3,1.4812153494858649e-06,0.0,754.2984889984131,0.011531197689340833,2.7131131937417326e-05,0.0,0.03456646193608508
sector_Comercio / Consumo_prop_true_lag2,0.0005506845191195709,0.0,527.6440063476563,0.011422193490930118,0.010086780662455502,0.0,0.02417979981033485
impacto_brasil_prop_no_cero,0.0018509770276068593,0.0,3.9759328365325928,0.011362061762087443,0.03390398429678809,0.0,0.0001822009894742395
cant_sectores_prop_no_cero_lag2,0.0014787785648366024,0.0,151.88412834405898,0.01134891191426485,0.02708649782945648,0.0,0.006960237913338071
expectativa_fin_corto_prop_no_cero_lag3,0.0017151540487247985,0.0,46.877392578125,0.011188114486857135,0.031416141349804506,0.0,0.0021482021107669005
emp_ypf_mean_lag3,0.0015866717726794378,0.0,90.25588655471802,0.011066273470413104,0.02906275662136761,0.0,0.0041360637898717
act_anses_administracion_nacional_de_seguridad_social_mean,0.0001803129562176764,0.0,632.0866043090821,0.010756246870700465,0.0033027571628025565,0.0,0.028965983449298835
impacto_sector_bancario_mean_lag2,0.00010130401933565736,0.0,648.9185272216797,0.010530962867647438,0.0018555659143961796,0.0,0.029737322688546137
act_banco_central_de_la_republica_argentina_bcra_mean_lag2,7.62474518523959e-05,0.0,658.3172744750976,0.010521546363435998,0.00139660966706649,0.0,0.030168029423241503
diario_Clarín_prop_true_lag3,0.001188483204896329,0.0,180.2386116027832,0.010009608056772224,0.02176921448230955,0.0,0.008259609688007123
expectativa_fin_corto_mean_lag2,0.0013962879267637618,0.0,96.98348999023438,0.010006631900699574,0.02557553294110799,0.0,0.004444362760990732
impacto_eeuu_std,0.0011513459269735904,0.0,179.01494140625,0.009764170678336835,0.021088978223977435,0.0,0.008203533811033073
tipo_actor_principal_gobierno_nacional_prop_true_lag2,0.0014812362031079828,0.0,42.15739097595215,0.009687805785171907,0.027131513909136193,0.0,0.0019319034463795301
impacto_sector_industrial_prop_no_cero_lag2,0.0015743276058432342,0.0,0.8535226583480835,0.009625254812355868,0.028836650931059457,0.0,3.911350600814639e-05
emae_original_std20,0.0015707477625085176,0.0,2.229595947265625,0.009624417681194873,0.02877107964065716,0.0,0.00010217340292745689
act_indec_mean_lag1,0.00028990341452299616,0.0,507.19593658447263,0.00951761709464819,0.005310104159574977,0.0,0.02324274712436959
m2_std20,0.0012750916182994842,0.0,112.91524353027344,0.009510018239807539,0.023355603856242926,0.0,0.005174450863179689
score_fuente_mean_lag1,0.0015319475325895836,0.0,6.842363739013672,0.009457980463138093,0.02806038341576446,0.0,0.00031355797364982185
diario_Pagina 12_prop_true,0.0013247168607790627,0.0,82.34150371551513,0.009345986405952899,0.024264579719615598,0.0,0.0037733794982431016
tipo_actor_principal_poder_judicial_prop_true_lag3,0.0012102948859023855,0.0,124.7979736328125,0.009295907768838376,0.02216873477850253,0.0,0.005718988528012599
act_luis_caputo_prop_no_cero_lag2,2.1369098404888654e-06,0.0,592.4150634765625,0.009062379287785796,3.9141359722468965e-05,0.0,0.02714799650363492
tasa_prestamos_personales_ma_5,0.0014582150173922058,0.0,0.0,0.008903279783889112,0.026709839351667333,0.0,0.0
tipo_actor_principal_organismo_internacional_prop_true_lag2,0.0014403194189071655,0.0,0.7646015644073486,0.008805695927898677,0.026382049173307918,0.0,3.503861038811297e-05
cant_sectores_std_lag3,0.000965192518197,0.0,180.29517631530763,0.008647148151534114,0.01767924263362542,0.0,0.00826220182097692
tipo_actor_principal_organismo_internacional_prop_true_lag1,0.0014100319961792174,0.0,0.0,0.008609093457746703,0.02582728037324011,0.0,0.0
act_fondo_monetario_internacional_directorio_mean_lag2,0.00010284238787221512,0.0,517.9421304702759,0.008539648607230249,0.001883743910086143,0.0,0.023735201911604605
tipo_actor_principal_congreso_prop_true,0.000855495142423024,0.0,210.6170227050781,0.008440555725063727,0.015669937250484985,0.0,0.009651729924706193
act_anses_administracion_nacional_de_seguridad_social_std,0.00101810023188591,0.0,136.47461462020874,0.00830080827967109,0.0186483428803243,0.0,0.006254081958688969
volatilidad_merval_prop_no_cero_lag3,0.0013584540225565433,0.0,0.0,0.008294178905111008,0.024882536715333022,0.0,0.0
gobernanza_std_lag2,0.0007119267480447889,0.0,248.47253875732423,0.00814223960357965,0.013040223042303784,0.0,0.011386495768435168
impacto_sector_industrial_prop_no_cero,3.548385175236035e-05,0.0,503.24018783569335,0.0079038072882698,0.0006499507744604511,0.0,0.023061471090348947
expectativa_fin_corto_std,0.0010595991800073535,0.0,92.13101196289062,0.007876821411474132,0.01940847099885732,0.0,0.0042219932355650755
badlar_std20,9.825273707519955e-06,0.0,508.2416428208351,0.007823545082384744,0.0001799676173842575,0.0,0.023290667629769977
menciona_mercosur_prop_true,1.2214920186437439e-10,0.0,511.00224609375,0.00780572573242306,2.2373830469572713e-09,0.0,0.023417174959886135
tipo_actor_principal_poder_judicial_prop_true,0.0004522372033534339,0.0,326.2920768737793,0.007745397407844107,0.008283540428776614,0.0,0.014952651794755705
menciona_sector_agroexportador_sum_true_lag2,0.0005970694590359926,0.0,262.1526786804199,0.007649935341305575,0.010936404537348801,0.0,0.012013401486567927
sector_Finanzas_prop_true_lag1,0.0012103930439479882,0.0,14.73897705078125,0.00761532022654371,0.022170532720231183,0.0,0.000675427959399947
merval_std,0.0004914488643407821,0.0,300.75322265625,0.007594693905219631,0.009001772756103152,0.0,0.013782308959555739
act_javier_milei_prop_no_cero,0.001032331446185708,0.0,79.50989990234375,0.007517543916454192,0.018909013250052443,0.0,0.003643618499310134
emp_bbc_mean,0.0009368795792397578,0.0,115.96834106445313,0.007491667364678392,0.017160640066718715,0.0,0.005314362027316462
bonos_soberanos_std_lag3,0.0009433591973010413,0.0,110.25877144336701,0.0074440138032490525,0.01727932596380031,0.0,0.005052715445946847
act_fondo_monetario_internacional_directorio_prop_no_cero,7.12468355004603e-05,0.0,456.22357177734375,0.007403967761097352,0.0013050143551087358,0.0,0.02090688892818332
menciona_tipo_cambio_sum_true,0.0007297559037329649,0.0,186.51802978515624,0.00730472211163747,0.013366796200944464,0.0,0.008547370133967946
cant_tickers_mean,0.0007924174147774466,0.0,155.64694843292236,0.007215742550176073,0.014514554846664595,0.0,0.0071326728038636255
impacto_sector_energia_mean_lag2,0.0008958348218584434,0.0,112.40206298828124,0.007186588378952377,0.01640883127116562,0.0,0.00515093386569151
act_desconocido_prop_no_cero,0.0008166229701828343,0.0,142.65105563402176,0.0071650155492997,0.014957923272160584,0.0,0.0065371233757385155
actividad_economica_mean_lag3,0.0005039409009441442,0.0,261.5233156681061,0.007071715754131535,0.009230586948023662,0.0,0.011984560314370944
tc_minorista_pct10,2.4810725194412965e-05,0.0,445.1669555664063,0.00695155397938561,0.0004544532021939096,0.0,0.020400208735962922
diario_La Nación_sum_true_lag1,0.0009740607553795245,0.0,62.879278612136844,0.006907728167605398,0.0178416804001088,0.0,0.0028815041027073955
impacto_brasil_prop_no_cero_lag3,0.0008132609795481471,0.0,122.11663194894791,0.006830818594792616,0.014896342347068416,0.0,0.00559611343730943
badlar_hp_ema20,0.0009007856153002425,0.0,78.44282083511352,0.006698077516588956,0.01649951398662018,0.0,0.0035947185631466875
sector_Gobierno / Sector Público_prop_true,0.0005950747735369077,0.0,197.6028045654297,0.006651736331031977,0.010899868273078985,0.0,0.009055340720016946
gobernanza_prop_no_cero,0.0008856849635705544,0.0,79.88818283081055,0.006627957327978936,0.016222918301488125,0.0,0.0036609536824486833
impacto_sector_energia_mean,0.0007823095208095765,0.0,112.16678314208984,0.006489854155707876,0.014329410529231685,0.0,0.005140151937891943
act_anses_administracion_nacional_de_seguridad_social_prop_no_cero_lag1,0.0006812560256776124,0.0,152.55719757080078,0.006489838461004219,0.012478433417690052,0.0,0.006991081965322603
ticker_AL30_prop_true,2.3699614212091545e-05,0.0,411.965438079834,0.006437606034286382,0.00043410119958406666,0.0,0.01887871690327508
m1_hp_ema20,8.216097739932593e-07,0.0,420.11712017059324,0.00642244164316693,1.5049265582496227e-05,0.0,0.019252275663918295
act_administracion_de_donald_trump_prop_no_cero,0.00026125022704945875,0.0,314.297053527832,0.006396079169981206,0.004785269327123414,0.0,0.014402968182820204
menciona_eeuu_sum_true_lag3,0.0,0.0,416.2043701171875,0.006357656695645453,0.0,0.0,0.01907297008693636
impacto_eeuu_mean_lag3,0.0009958800103049726,0.0,16.22915573120117,0.006328352091057744,0.01824133942630236,0.0,0.0007437168468708711
cant_tickers_std,9.99757306999527e-05,0.0,370.07545013427733,0.006263434457343305,0.001831235911173634,0.0,0.01695906746085628
tipo_actor_principal_provincia_prop_true_lag3,0.000878381819347851,0.0,55.8241364479065,0.00621578112916357,0.016089148036730252,0.0,0.002558195350760459
bonos_soberanos_std,0.0008681238803546875,0.0,50.633712029457094,0.00607386482572057,0.01590125537390705,0.0,0.0023203391032546586
caracter_retroactivo_sum_true_lag2,0.0008058200190478205,0.0,64.12329825758934,0.005899520080490525,0.01476004772850026,0.0,0.0029385125129713146
emp_binance_prop_no_cero_lag2,0.0004892483353614807,0.0,185.19505615234374,0.005816069892497355,0.00896146609705438,0.0,0.008486743580437685
act_gobierno_nacional_mean_lag3,0.00038453850323359463,0.0,222.77140523195266,0.0057507443005950535,0.007043516575674803,0.0,0.010208716326110359
act_desconocido_mean_lag3,0.00019889343529939653,0.0,293.60553588867185,0.0056992838087612475,0.003643092165138003,0.0,0.013454759261145739
caracter_vigente_prop_true_lag1,0.0009276548400521279,0.0,1.237114143371582,0.005682788093876098,0.016991672322713956,0.0,5.669195891433935e-05
expectativa_macro_largo_mean_lag3,2.8434617407313565e-07,0.0,369.874951171875,0.005651695904719752,5.208313272851145e-06,0.0,0.016949879400886405
emp_lemon_mean_lag3,0.00014534316385816926,0.0,306.43332185745237,0.005568275781332464,0.0026622223137279786,0.0,0.014042605030269413
tipo_actor_principal_organismo_internacional_sum_true_lag2,0.0003781296778470278,0.0,213.26493587493897,0.005566400165138176,0.006926127374174043,0.0,0.009773073121240485
sector_Tecnología_prop_true_lag1,0.00022253093193285166,0.0,271.8429946899414,0.0055111750707632,0.0040760555691799144,0.0,0.012457469643109686
horizonte_dias_std_lag1,0.0003421919012907892,0.0,219.14608459472657,0.005436814876510866,0.006267862147835976,0.0,0.010042582481696623
act_desconocido_mean,6.919794186615036e-05,0.0,326.13067932128905,0.005404246921984243,0.0012674851710252112,0.0,0.014945255594927518
sector_Comercio / Consumo_prop_true,0.0006515242159366608,0.0,88.56639623641968,0.005330827641599741,0.011933841672067149,0.0,0.004058641252732073
shock_negativo_sum_true_lag1,0.0001130279153585434,0.0,300.41329288482666,0.005279013857546834,0.002070310225497122,0.0,0.013766731347143379
emp_jp morgan_mean_lag2,0.0005489928949373279,0.0,125.0207763671875,0.005261664731032153,0.010055795513069298,0.0,0.005729198680027162
act_desconocido_mean_lag2,6.735585875503603e-05,0.0,314.7457015991211,0.005219090670642638,0.0012337440948578069,0.0,0.014423527917070108
