fecha,merval_price_return_ars,merval_total_return_ars,merval_apertura,merval_maximo,merval_minimo,merval_cierre,embi_spread_arg,embi_spreads_brz,embi_spread_global,emae_original,emae_desestacionalizado,emae_tendencia_ciclo,tc_minorista,tc_mayorista,rrii,tamar,badlar,tm20,tasa_depositos,tasa_prestamos_personales,base_monetaria,circulacion_monetaria,dep_ccorrientes,dep_cahorro,dep_plazo,inflacion_rem,cer,uva,m1,m2,m3
2025-04-07,1773428.65,2025967.27,2107816,2132320,2016500,2025967.25,974.563,244.126,353.128,159.1156368,152.7355483,152.5241145,1105.83,1076.33,24.838,33.25,31.375,32.1875,30.6,71.47,34275343,21468435,23596330,53128127,60027695,26.3,5570438,1403.49,45064765,98192892,158220587
2025-04-08,1742488.57,1990621.29,2025967.25,2129440,1978890,1990621.25,992.595,243.371,348.478,159.1156368,152.7355483,152.5241145,1106.36,1076.58,24.677,32.8125,31.8125,32.3125,31.03,69.65,34496121,21540903,23100979,52953065,60276056,26.3,5574702,1406.72,44641882,97594947,157871003
2025-04-09,1900736.26,2171403.66,1990621.25,2195640,1889590,2183577,873.112,233.392,353.552,159.1156368,152.7355483,152.5241145,1105.57,1077.13,24.78,32.875,30.625,31.375,29.84,69.42,34124828,21588419,23371555,52625073,59876962,26.3,5578968,1407.79,44959974,97585047,157462009
2025-04-10,1848291.03,2111490.16,2183577,2171400,2027430,2111490.25,906.134,227.323,341.486,159.1156368,152.7355483,152.5241145,1106.43,1077.38,24.773,33.875,32.0625,32.75,30.6,72.1,34413497,21588147,24837780,52442956,59769029,26.3,5583238,1408.87,46425927,98868883,158637912
2025-04-11,1968487.7,2248802.99,2111490.25,2279360,2111490,2248803,875.123,227.238,349.355,159.1156368,152.7355483,152.5241145,1107.96,1078.38,24.704,34.1875,32.125,32.9375,30.75,69.39,36723827,21610287,25634480,51612802,59581690,26.3,5587511,1409.95,47244767,98857569,158439259
2025-04-14,2060938.84,2364950.09,2248803,2445000,2248800,2354419.25,726.425,231.533,338.784,159.1156368,152.7355483,152.5241145,1233.36,1182.42,24.221,39.1875,36.25,37.5,34.02,75.75,34015295,21721282,26933353,55514340,58372212,26.3,5600350,1411.03,48654635,104168975,162541187
2025-04-15,1990638.37,2284279.53,2354419.25,2368530,2275240,2284279.5,731.665,233.855,337.056,159.1156368,152.7355483,152.5241145,1233.99,1200.83,36.777,36.5,35.625,36.0625,35.13,67.29,33925628,21817435,27118663,57054392,58571344,26.3,5604636,1414.27,48936098,105990490,164561834
2025-04-16,1897999.08,2177974.91,2284279.5,2304230,2168120,2177975,744.498,239.936,341.427,159.1156368,152.7355483,152.5241145,1179.47,1172.83,38.616,39.125,37.25,38.0625,36.87,69.59,33430894,21825458,25638848,56479950,60702532,26.3,5611428,1415.35,47464306,103944256,164646788
2025-04-21,1782734.36,2045707.37,2177975,2177980,2025140,2045707.375,743.559,241.03,332.445,159.1156368,152.7355483,152.5241145,1114.83,1070.42,38.791,36.5,35,35.6875,34.03,74.78,31540018,21807819,26472597,53027667,58868921,26.3,5645510,1417.07,48280416,101308083,160177004
2025-04-22,1885725.64,2163891.01,2168086.25,2168090,2045710,2163891,704.536,234.589,330.167,159.1156368,152.7355483,152.5241145,1125.54,1093.33,38.814,35.6875,34.5,35,33.87,70.89,30535306,21744394,27820536,53703649,59642287,26.3,5652351,1425.68,49564930,103268579,162910866
2025-04-23,1951529.71,2239401.91,2163891,2283590,2163890,2239402,693.121,229.203,320.763,159.1156368,152.7355483,152.5241145,1174.51,1122.5,38.631,35.625,34.625,35.0625,32.84,70,30799765,21656042,28294337,53643288,60123628,26.3,5659201,1427.4,49950379,103593667,163717295
2025-04-24,1945728.66,2232745.13,2239402,2331500,2229410,2232745.25,685.204,227.664,324.957,159.1156368,152.7355483,152.5241145,1196.88,1176.42,39.079,35.0625,33.5625,34.1875,33.12,71.51,30917195,21601077,28378241,55470981,60484057,26.3,5666058,1429.13,49979318,105450299,165934356
2025-04-25,1939190.74,2225242.8,2232745.25,2257680,2218010,2225242.75,686.345,221.549,323.712,159.1156368,152.7355483,152.5241145,1193.62,1174.17,39.168,34.875,33.625,34.1875,33.54,72.1,31494771,21558649,28096709,55480375,60877955,26.3,5672924,1430.87,49655358,105135733,166013688
2025-04-28,1899109.06,2179248.63,2225242.75,2242750,2151090,2179248.75,699.457,223.861,327.187,159.1156368,152.7355483,152.5241145,1192.84,1163.17,39.291,34.8125,33.0625,33.75,32.66,73.81,31123513,21586659,29158090,56511146,60531385,26.3,5693573,1432.6,50744749,107255895,167787280
2025-04-29,1879956.13,2158847.83,2179248.75,2199190,2154900,2158847.75,707.49,223.213,329.818,159.1156368,152.7355483,152.5241145,1194.45,1170.67,39.091,34.0625,33.25,33.6875,33.03,71.8,31591655,21652586,28692443,58117145,60774854,26.3,5700472,1437.81,50345029,108462174,169237028
2025-04-30,1829445.26,2100843.66,2158847.75,2158850,2097530,2100843.75,722.254,229.994,335.157,159.1156368,152.7355483,152.5241145,1193.88,1172,38.928,34.625,33,33.625,32.44,72.2,32698982,21692977,26752239,60993405,60676157,26.3,5707380,1439.56,48445216,109438621,170114778
2025-05-05,1793818.5,2059931.67,2100843.75,2100840,2032460,2059931.625,707.777,229.244,324.664,165.0686102,152.4402069,152.9766379,1216.47,1178.5,38.976,33.4375,32.1875,32.6875,32.11,74.7,36854734,21745989,26651094,60030865,59191439,20.9,5742045,1441.3,48397083,108427948,167619387
2025-05-06,1854830.15,2129994.4,2059931.625,2135000,2059930,2129994.5,697.138,227.046,326.734,165.0686102,152.4402069,152.9766379,1220.45,1203.83,38.542,35.3125,33.625,34.3125,33.55,71.39,36649451,21741458,26843292,60350832,59560647,20.9,5749003,1450.05,48584750,108935582,168496229
2025-05-07,1793803.86,2059914.86,2129994.5,2132280,2055400,2059914.875,688.41,230.592,321.664,165.0686102,152.4402069,152.9766379,1152.76,1153.5,38.258,34.8125,33.125,33.75,33,73.18,36874854,21703090,26547229,59517131,59081318,20.9,5755970,1451.81,48250319,107767450,166848768
2025-05-08,1795377.73,2061722.21,2059914.875,2085690,2028070,2061722.25,678.102,222.984,313.397,165.0686102,152.4402069,152.9766379,1138.07,1117.5,38.035,34.5,33.3125,33.875,32.63,73.14,36551345,21692369,26311208,58242626,59209974,20.9,5762945,1453.57,48003577,106246203,165456177
2025-05-09,1838940.28,2114385.52,2061722.25,2140600,2063750,2114385.5,681.272,220.707,314.19,165.0686102,152.4402069,152.9766379,1166.96,1113.58,38.123,34.25,32.4375,33.0625,31.8,72.41,37372925,21662771,25959299,57860431,59980424,20.9,5769928,1455.33,47622070,105482501,165462925
2025-05-12,1939660.27,2230394.68,2114385.5,2233650,2114590,2230394.75,650.437,215.025,300.059,165.0686102,152.4402069,152.9766379,1155.43,1126,38.079,33.8125,32.25,32.8125,32.04,75.98,34430644,21663278,27585856,56386449,60114867,20.9,5790930,1457.1,49249134,105635583,165750450
2025-05-13,1987568.02,2285483.3,2230394.75,2292720,2214330,2285483.25,650.637,213.532,298.291,165.0686102,152.4402069,152.9766379,1150.3,1125.67,38.651,34.875,33.5625,34.125,32.56,71.47,34281998,21619257,28022375,55816650,60735490,20.9,5797947,1462.4,49641632,105458282,166193772
2025-05-14,1998698.39,2301643.22,2285483.25,2313280,2246660,2301643.25,648.151,211.8,295.14,165.0686102,152.4402069,152.9766379,1153.47,1129.83,38.565,34.5,32.8125,33.4375,32.06,71.21,34207517,21575637,28296195,55745195,61798142,20.9,5804973,1464.17,49871832,105617027,167415169
2025-05-15,1995945.52,2298473.1,2301643.25,2312950,2236040,2298473,676.202,218.985,303.35,165.0686102,152.4402069,152.9766379,1155.2,1135.5,38.346,34.5625,33.375,33.875,32.97,70.7,33994625,21541694,28307970,54726246,62512332,20.9,5812008,1465.95,49849664,104575910,167088242
2025-05-16,2013214.85,2318359.96,2298473,2321690,2279260,2318360,695.089,216.294,299.292,165.0686102,152.4402069,152.9766379,1167.84,1146.17,38.338,32.0625,31.8125,32,32.2,70.38,33931781,21508912,27648640,55617646,63134903,20.9,5817187,1467.72,49157552,104775198,167910101
2025-05-19,2057628.3,2369505.2,2318360,2409200,2318360,2369505.25,674.517,218.465,301.981,165.0686102,152.4402069,152.9766379,1157.77,1134.25,38.3,34.6875,33.5625,34.125,33.1,73.63,33277257,21517219,28178603,54682827,63717224,20.9,5832754,1469.03,49695822,104378649,168095873
2025-05-20,2065407.91,2378463.98,2369505.25,2399810,2346820,2378464,663.131,214.837,296.811,165.0686102,152.4402069,152.9766379,1162.22,1142,38.267,34.6875,33.75,34.125,33.18,70.66,32822015,21481006,28069755,54917257,65159049,20.9,5837952,1472.96,49550761,104468018,169627067
2025-05-21,2014247,2319548.56,2378464,2400650,2310190,2319548.5,660.727,208.157,292.459,165.0686102,152.4402069,152.9766379,1166.64,1145,38.176,34.125,32.25,32.75,31.45,69.77,32498752,21431603,28470423,54979968,65123712,20.9,5843155,1474.27,49902026,104881994,170005706
2025-05-22,2010207.67,2314896.98,2319548.5,2358260,2308350,2314897,664.873,211.851,300.935,165.0686102,152.4402069,152.9766379,1161.91,1143.58,38.097,34.0625,32.5625,33.125,31.97,70.58,32886199,21410855,28250335,55038169,65584515,20.9,5848363,1475.59,49661190,104699359,170283874
2025-05-23,2037131.91,2345902.16,2314897,2352610,2281490,2345902.25,666.021,214.5,301.938,165.0686102,152.4402069,152.9766379,1157.43,1137,38.428,34.5625,33.5,33.9375,32.19,69.86,33289989,21391564,27994491,54589985,67137776,20.9,5853575,1476.9,49386055,103976040,171113816
2025-05-26,2058752.74,2370800.08,2345902.25,2384070,2345900,2370800,,,,165.0686102,152.4402069,152.9766379,1163.94,1139.83,38.384,33.6875,31.875,32.5625,31.55,74.16,33019446,21429356,28965677,54692476,66536952,20.9,5869239,1478.22,50395033,105087509,171624461
2025-05-27,2045117.62,2355098.27,2370800,2381050,2343520,2355098.25,667.012,214.259,301.134,165.0686102,152.4402069,152.9766379,1174.39,1148,38.381,34.1875,33,33.4375,32.55,69.77,33238432,21444669,29091371,54861582,66862404,20.9,5874470,1482.18,50536040,105397622,172260026
2025-05-28,2035766.27,2344329.52,2355098.25,2368470,2266200,2344329.5,655.187,213.994,300.637,165.0686102,152.4402069,152.9766379,1180,1161,38.444,33.875,31.9375,32.625,31.39,71.64,33413949,21476639,29214693,56189565,66779369,20.9,5879705,1483.5,50691332,106880897,173660266
2025-05-29,2004266.9,2308055.76,2344329.5,2345530,2296660,2308055.75,662.729,216.838,302.954,165.0686102,152.4402069,152.9766379,1199.79,1174.5,38.366,34.0625,32.3125,32.9375,32.43,71.28,33286265,21534794,29684437,56708604,66396904,20.9,5884945,1484.82,51219231,107927835,174324739
2025-05-30,1979028.18,2278991.58,2308055.75,2314950,2269200,2278991.5,677.684,219.692,306.319,165.0686102,152.4402069,152.9766379,1209.35,1195.33,36.919,33.1875,31.8125,32.3125,31.29,71.51,34940118,21565359,27480546,60193483,66561850,20.9,5890190,1486.14,49045905,109239388,175801238
2025-06-02,1915896.74,2206291.24,2278991.5,2283470,2202360,2206291.25,672.773,218.938,304.015,156.7446296,151.3767185,153.3716508,1199.85,1181.17,37.793,34.25,32.6875,33.375,32.75,75.56,36927413,21672190,26707803,58840409,66766748,20.8,5905952,1487.47,48379993,107220402,173987150
2025-06-03,1931828.61,2224637.93,2206291.25,2250240,2181590,2224638,668.069,214.572,298.59,156.7446296,151.3767185,153.3716508,1203.75,1184,37.767,34.4375,32.5,33.1875,32.82,70.83,36423142,21731450,26746428,58303965,66997656,20.8,5911216,1491.45,48477878,106781843,173779499
2025-06-04,1846968.38,2126915.34,2224638,2224640,2124310,2126915.25,687.603,219.118,302.113,156.7446296,151.3767185,153.3716508,1199.07,1184.33,38.818,33,31.4375,32,31.4,70.2,36636601,21762777,26699232,58635170,66698354,20.8,5916484,1492.78,48462009,107097179,173795533
2025-06-05,1841254.37,2124156.07,2126915.25,2157330,2115660,2124156,705.921,217.935,299.233,156.7446296,151.3767185,153.3716508,1206.55,1189.67,38.758,33.5625,31.6875,32.3125,32.1,72.85,36533114,21863496,26482640,59249491,66798093,20.8,5921756,1494.11,48346136,107595627,174393720
2025-06-06,1869532,2156778.44,2124156,2176390,2102590,2156778.5,691.215,209.359,291.116,156.7446296,151.3767185,153.3716508,1205.86,1190,38.639,34.0625,31.9375,32.5625,32.11,73.42,36604803,21885199,25819412,58133855,67012386,20.8,5927034,1495.44,47704611,105838466,172850852
2025-06-09,1830021.14,2111196.88,2156778.5,2156780,2109180,2111197,686.191,211.587,294.126,156.7446296,151.3767185,153.3716508,1201.33,1186.42,38.604,32.9375,31.3125,31.9375,31.29,76.04,36536164,21948507,26056372,56523763,66325104,20.8,5942895,1496.77,48004879,104528642,170853746
2025-06-10,1909309.26,2202667.32,2111197,2218180,2111200,2202667.25,654.771,206.796,290.465,156.7446296,151.3767185,153.3716508,1202.12,1187,38.6,34,32.125,32.75,31.86,73.32,36212110,21989349,27150894,55520401,66914412,20.8,5948191,1500.78,49140243,104660644,171575056
2025-06-11,1882095.59,2171272.38,2202667.25,2206350,2159660,2171272.5,667.893,211.388,290.956,156.7446296,151.3767185,153.3716508,1200.23,1184.5,38.533,33.75,31.9375,32.5625,31.8,72.91,36235936,22075143,28252303,55670031,67089108,20.8,5953492,1502.11,50327446,105997477,173086585
2025-06-12,1896310.2,2187671.01,2171272.5,2212830,2171270,2187671,677.788,216.804,294.552,156.7446296,151.3767185,153.3716508,1202.73,1185.5,38.506,33.8125,32.1875,32.75,31.93,72.73,35385140,22203206,28589561,55564374,67834507,20.8,5958798,1503.45,50792767,106357141,174191648
2025-06-13,1843854.96,2127156.22,2187671,2193360,2103950,2127156.25,687.79,216.385,294.255,156.7446296,151.3767185,153.3716508,1201.12,1187.67,40.465,33.5625,31.875,32.4375,31.51,73.71,35650056,22311848,27034589,55777194,69410420,20.8,5964109,1504.79,49346437,105123631,174534051
2025-06-17,1796426.25,2072440.28,2127156.25,2127160,2058980,2072440.25,713.739,216.32,296.32,156.7446296,151.3767185,153.3716508,1189.61,1180.08,40.399,33.9375,32.25,32.8125,31.95,75.5,36061997,22498576,27841157,54618675,68670144,20.8,5980677,1506.13,50339733,104958408,173628552
2025-06-18,1777826.94,2050983.25,2072440.25,2087600,2047040,2050983.25,725.559,214.71,295.735,156.7446296,151.3767185,153.3716508,1160.98,1151,40.153,32.375,31.9375,32.1875,31.39,70.08,35924590,22620559,28439062,54075602,68952768,20.8,5983646,1510.32,51059621,105135223,174087991
2025-06-19,1789195.59,2064098.65,2050983.25,2068740,2041570,2064098.625,,,,156.7446296,151.3767185,153.3716508,1180.19,1156.17,40.182,34.0625,33.0625,33.4375,32.62,70.96,35393546,22652075,28206279,54628154,69927771,20.8,5986616,1511.07,50858354,105486508,175414279
2025-06-23,1713797.47,1977115.89,2064098.625,2064100,1953990,1977115.875,719.359,216.182,299.25,156.7446296,151.3767185,153.3716508,1188.8,1167.33,40.894,33.25,32,32.5,31,74.81,35729694,22613775,29573199,54903060,68098027,20.8,5998512,1511.82,52186974,107090034,175188061
2025-06-24,1789621.12,2064589.55,1977115.875,2074380,1977120,2064589.5,680.989,215.608,296.322,156.7446296,151.3767185,153.3716508,1192.91,1176,41.212,34.25,32.9375,33.5,29.79,72.2,34844743,22600573,29706323,55077212,69153079,20.8,6001490,1514.82,52306896,107384108,176537187
2025-06-25,1754505.19,2024392.67,2064589.5,2064900,2019680,2024392.625,686.929,216.484,296.73,156.7446296,151.3767185,153.3716508,1203.44,1176.33,41.417,34,32.375,33,31.77,70.56,34821185,22636720,29874662,55842313,69008983,20.8,6004469,1515.57,52511382,108353695,177362678
2025-06-26,1767120.43,2038948.45,2024392.625,2066810,2024390,2038948.5,684.917,220.693,298.2,156.7446296,151.3767185,153.3716508,1209.78,1194.67,41.555,33.25,32.3125,32.75,31.62,70.95,34940528,22755649,29886550,57968141,69362229,20.8,6007450,1516.33,52642199,110610340,179972569
2025-06-27,1768012.92,2041077.8,2038948.5,2057790,2027350,2041077.75,676.836,216.874,294.209,156.7446296,151.3767185,153.3716508,1204.62,1189.83,41.46,34.3125,32.5,33.1875,31.06,71.67,35542364,22894665,27916780,59427514,69837923,20.8,6010432,1517.08,50811445,110238959,180076882
2025-06-30,1727947.63,1994824.53,2041077.75,2062870,1969600,1994824.5,700.974,213.647,295.406,,,,1217.87,1194.08,39.973,33.625,32,32.625,31.42,72.58,37175626,23074222,28690191,62997553,68364120,20.8,6019388,1517.83,51764413,114761966,183126086
2025-07-01,1759364.09,2031093.18,1994824.5,2035580,1992680,2031093.125,698.639,206.21,289.414,,,,1237.18,1203,41.686,34.1875,32.6875,33.25,32.6,71.02,35577666,23199105,27687975,63467577,68720398,21.1,6022376,1520.09,50887080,114354657,183075055
2025-07-02,1787025.31,2063026.6,2031093.125,2076170,2031090,2063026.625,700.479,204.069,288.129,,,,1248.43,1231.33,41.658,34.1875,32.4375,33.0625,32.15,71.44,34406140,23296048,26827301,64212071,69106372,21.1,6025365,1520.85,50123349,114335420,183441792
2025-07-03,1800134.79,2078160.8,2063026.625,2093480,2063030,2078160.75,679.443,198.456,279.479,,,,1245.85,1226.92,41.738,34.0625,32.4375,33.0625,32.36,70.79,33418387,23438646,26514573,64132618,69720866,21.1,6028356,1521.6,49953219,114085837,183806703
2025-07-04,1800599.29,2078697.04,2078160.75,2091100,2071370,2078697,,,,,,,1260.36,1239.83,41.747,33.75,31.6875,32.3125,31.4,71.08,32748809,23551977,25870147,64961179,69814971,21.1,6031349,1522.36,49422124,114383303,184198274
2025-07-07,1774791.46,2049934.07,2078697,2079810,2034760,2049934.125,698.384,199.275,276.363,,,,1282.47,1257.92,41.721,33.625,31.75,32.375,31.66,72.17,34372668,23669875,25713509,64137826,69525283,21.1,6040335,1523.11,49383384,113521210,183046493
2025-07-08,1843925.22,2129785.51,2049934.125,2134250,2042100,2129785.5,704.304,201.87,283.052,,,,1276.79,1258,39.127,33.5,32.4375,32.875,31.97,70.61,33139576,23753444,26026649,63781857,70145298,21.1,6043334,1525.38,49780093,113561950,183707248
2025-07-10,1791069.83,2068736.04,2129785.5,2129790,2053830,2068736,700.268,199.883,282.606,,,,1279.22,1261.17,38.721,32.8125,31.3125,31.875,31.04,71.14,43014258,23807904,26469614,63562498,69825295,21.1,6049335,1526.14,50277518,113840016,183665311
2025-07-11,1737994.6,2007432.66,2068736,2068730,2006370,2007432.625,716.567,200.398,280.231,,,,1280.85,1261.58,39.06,31.125,30.4375,30.75,30.76,70.13,43032475,23834460,27250327,62776332,70652363,21.1,6052338,1527.66,51084787,113861119,184513482
2025-07-14,1786991.43,2064025.38,2007432.625,2066790,1982930,2064025,747.436,200.587,282.949,,,,1291.23,1266.17,39.147,29.1875,28.875,29.125,29.1,69.88,42051969,23853617,28998266,61706075,70455270,21.1,6061356,1528.41,52851883,114557958,185013228
2025-07-15,1796555.16,2075071.76,2064025,2082750,2041820,2075071.75,735.724,197.08,278.931,,,,1288.17,1277,39.061,29.5,28.75,29.0625,29.03,68.18,38219612,23840515,29613257,61186811,72199381,21.1,6064365,1530.69,53453772,114640583,186839964
2025-07-16,1755172.93,2027274.12,2075071.75,2075070,2017250,2027274.125,747.766,201.446,285.221,,,,1278.62,1259.92,39.554,31.25,30,30.5,29.77,68.1,38563168,23810732,28240477,60394409,73553206,21.1,6067471,1531.45,52051209,112445618,185998824
2025-07-17,1788817.28,2066134.29,2027274.125,2075330,2027270,2066134.25,769.748,197.474,284.25,,,,1289.98,1266.25,39.836,32.375,30.1875,30.9375,29.5,68.06,41459951,23785574,28127959,60969769,73992627,21.1,6070579,1532.24,51913533,112883302,186875929
2025-07-18,1796740.9,2075286.29,2066134.25,2116570,2066130,2075286.25,758.735,198.696,283.553,,,,1307.33,1283.83,40.393,33.3125,31.4375,32.125,29.81,67.71,37641717,23767891,27659642,61375093,74831772,21.1,6073688,1533.02,51427533,112802626,187634398
2025-07-21,1768325.3,2042465.47,2075286,2095370,2040920,2042465,763.025,201.652,281.468,,,,1298.51,1286,40.652,34.1875,32.1875,33,31.11,70.75,38025450,23757659,28212598,60905614,74862530,21.1,6083025,1533.81,51970257,112875871,187738401
2025-07-22,1740634.81,2010482.18,2042465,2064390,1995510,2010482,775.279,204.722,283.738,,,,1278.32,1266.17,40.578,37.875,34.4375,35.4375,33.06,66.01,38004625,23732245,28233229,60085871,75029138,21.1,6086141,1536.16,51965474,112051345,187080483
2025-07-23,1804005.54,2083677.16,2010482,2088310,2010480,2083677,772.83,200.296,279.575,,,,1277.43,1259.67,40.358,36.875,34.625,35.375,31.9,67.48,38169300,23705155,28742031,59910429,74446378,21.1,6089258,1536.95,52447186,112357615,186803993
2025-07-24,1848514.74,2135086.53,2083677,2137480,2066890,2135086,753.257,197.28,276.769,,,,1284.92,1262,40.432,37,34.6875,35.4375,32.77,68.15,38149891,23696320,28963584,60253010,74671826,21.1,6092376,1537.74,52659904,112912914,187584740
2025-07-25,1902169.83,2197098.38,2135086,2210360,2135120,2197098,734.18,201.588,277.045,,,,1300.14,1277.75,40.283,35.625,33.8125,34.5,32.69,69.86,37735031,23717041,29041917,60791941,74514326,21.1,6095497,1538.52,52758958,113550899,188065225
2025-07-28,1916153.52,2213570.17,2197098,2230020,2196970,2213570,719.018,201.2,271.931,,,,1305.11,1287.33,40.146,35.25,33.1875,34,32.1,72.87,36820448,23725523,29464515,61462843,73483280,21.1,6104867,1539.31,53190038,114652881,188136161
2025-07-29,1993761.28,2304342.57,2213570,2308980,2214690,2304342,726.721,205.981,277.038,,,,1305.05,1296.67,41.245,38,35.4375,36.3125,33.96,69.08,38348980,23727973,29022389,62567601,73925693,21.1,6107994,1541.68,52750362,115317963,189243656
2025-07-30,1995849.68,2306756.29,2304342,2321000,2268760,2313420,715.961,203.533,273.45,,,,1325.63,1294.17,40.765,39.125,35.3125,36.4375,33.46,67.17,37296150,23738975,29762238,63600891,72431705,21.1,6111123,1542.47,53501213,117102104,189533809
2025-07-31,2006884.85,2319510.48,2306756.25,2349560,2305760,2319510.5,729.561,203.522,271.585,,,,1385.56,1351.83,38.866,40.25,36.8125,38.0625,35.02,69.01,40113368,23800232,28700846,67970150,71820574,21.1,6114253,1543.26,52501078,120471228,192291802
2025-08-01,1971703.51,2278848.71,2319510.5,2321490,2260030,2278848.75,771.228,213.413,286.166,,,,1375.79,1361.33,41.034,41.75,38,39.25,36.03,70.27,41407090,23834241,27470304,68052199,71921359,20.9,6117384,1544.05,51304545,119356744,191278103
2025-08-04,1979040.72,2287328.88,2278848.75,2311240,2270840,2287329,760.844,210.451,282.162,,,,1372.68,1361.83,43.039,42.1875,38.8125,40,36.77,72,42800555,23869797,27709797,66630416,71205062,20.9,6126788,1544.84,51579594,118210010,189415072
2025-08-05,2030554.48,2346867.28,2287329,2351290,2286110,2346867.25,742.742,208.313,279.747,,,,1355.58,1351.17,42.72,42.625,39.375,40.5,37.66,68.89,42754510,23868387,27521264,65682204,71905845,20.9,6129926,1547.21,51389651,117071855,188977700
2025-08-06,2089539.44,2415040.72,2415040.75,2423520,2346870,2415040.75,735.149,203.658,278.595,,,,1346.52,1333.67,42.143,41.75,38.1875,39.3125,37.51,71.33,42697634,23884579,27368113,65773248,71391879,20.9,6133066,1548.01,51252692,117025940,188417819
2025-08-07,2031510.14,2349020.51,2415040.75,2437280,2345000,2349020.5,735.149,203.658,278.595,,,,1339.62,1331.08,41.683,43.75,39.4375,40.75,37.15,71.27,42675620,23918430,27211382,64694687,71461313,20.9,6136207,1548.8,51129812,115824499,187285812
2025-08-08,1989916.52,2300926.1,2349020.5,2365010,2269730,2300926,732.949,194.049,271.147,,,,1337.04,1329.42,42.116,45.375,40.75,42.3125,40.2,72.1,42743195,23937575,26446106,63481558,72016538,20.9,6139350,1549.59,50383681,113865239,185881777
2025-08-11,1991971.45,2303302.21,2300926,2331600,2276230,2303302.25,723.609,190.926,269.49,,,,1339.16,1330.5,41.991,47.75,41.875,43.8125,39.05,75.59,42702784,23951327,27667590,62063958,70354053,20.9,6148788,1550.39,51618917,113682875,184036928
2025-08-12,1999352.05,2311836.34,2303302.25,2353550,2293640,2311836.25,721.969,187.698,266.731,,,,1330.76,1321.5,41.991,49.75,45.9375,47.4375,44.6,72.25,42659621,23963100,29035011,61084069,70812268,20.9,6151937,1552.77,52998111,114082180,184894448
2025-08-13,1978418.61,2287631.16,2311836.25,2324490,2260470,2287631.25,710.802,185.749,265.575,,,,1328.23,1318,42.052,49.9375,44.375,46.0625,42.8,74.58,42643973,23990327,28875066,61179286,70654902,20.9,6155088,1553.57,52865393,114044679,184699581
2025-08-14,1892723.39,2188542.39,2287631.25,2287680,2163390,2188542.5,711.988,187.247,261.668,,,,1311.41,1308.33,41.908,52.5625,46.6875,48.5625,44.81,75.36,42615572,23971911,29151366,60295029,71700250,20.9,6158241,1554.36,53123277,113418306,185118556
2025-08-18,1901233.11,2198382.12,2188545.5,2225540,2166140,2198382,705.545,186.63,258.547,,,,1314.24,1298.83,41.757,56.5625,49.6875,52.0625,46.5,77.1,48555085,23960688,29766727,59523937,72238491,20.9,6172628,1555.16,53727415,113251352,185489843
2025-08-19,1809408.09,2092205.51,2198382,2202050,2089560,2092205.5,700.106,187.825,259.751,,,,1312.95,1292.33,41.705,58.3125,54.125,55.6875,54.02,72.58,44631142,23894367,29706882,59403493,73699986,20.9,6176377,1558.79,53601249,113004742,186704728
2025-08-20,1800539.71,2081951.07,2092205.5,2137980,2079380,2081951.125,746.791,196.062,264.352,,,,1317.84,1298.5,41.692,58.8125,53.4375,55.3125,52.81,74.42,42821346,23817200,28876965,59339365,74413452,20.9,6180128,1559.74,52694165,112033530,186446982
2025-08-21,1818884.2,2103162.67,2081951.125,2129290,2073860,2103162.75,753.436,198.323,264.507,,,,1329.78,1309.25,41.485,59.25,53.8125,55.625,50.19,74.52,43584582,23758898,29967058,59446038,74958568,20.9,6183881,1560.68,53725956,113171994,188130562
2025-08-22,1821510.98,2106200,2103162.75,2153550,2103160,2106200,766.662,197.277,266.617,,,,1337.23,1321.58,41.505,59.8125,53.125,55.25,48.6,74.07,44128287,23693469,29313909,60026257,75688324,20.9,6187637,1561.63,53007378,113033635,188721959
2025-08-25,1748529.92,2021852.01,2106200,2106240,2015650,2021852,829.493,195.851,265.592,,,,1367.98,1344.17,41.445,60.25,52.1875,54.6875,49.04,79.44,44919842,23664572,30601941,60408529,74892374,20.9,6198918,1562.58,54266513,114675042,189567416
2025-08-26,1758187.24,2033345.31,2021852,2054390,1993860,2033345.25,850.371,198.6,269.767,,,,1377.12,1352.33,41.184,64.125,58.375,60.625,53.85,74.07,44221777,23622453,30388156,60660601,75645533,20.9,6202683,1565.43,54010609,114671210,190316743
2025-08-27,1706016.1,1974150.59,2033345.25,2034490,1966580,1974150.625,852.821,198.881,272.314,,,,1370.79,1359.42,41.255,61.1875,55.375,57.5,51.16,74.42,44202019,23604996,29595140,61339105,76073256,20.9,6206450,1566.38,53200136,114539241,190612497
2025-08-28,1726089.33,1997378.72,1974150.625,2044300,1973560,1997378.75,836.734,196.856,270.477,,,,1349.44,1343.67,40.963,66.125,59.0625,61.625,55.63,77.49,44773011,23619367,29870099,61823334,76445721,20.9,6210219,1567.33,53489466,115312800,191758521
2025-08-29,1715258.01,1984845.04,1997378.75,2001560,1962870,1984845,828.532,192.569,269.377,,,,1361.42,1323.83,39.986,66.1875,58,60.6875,53.63,76.5,44259863,23640833,27696788,64067004,76568906,20.9,6213991,1568.28,51337621,115404625,191973531
2025-09-01,1676282.12,1939743.31,1984845,1988250,1927630,1939743.25,,,,,,,1391.88,1371.17,40.026,67,58.1875,61.1875,54.57,83.51,42598268,23691588,26759893,64566763,76713440,,,1569.24,50451481,115018244,191731684
