fecha,merval_apertura,merval_maximo,merval_minimo,merval_cierre,embi_spread_arg,embi_spreads_brz,embi_spread_global,emae_original,emae_desestacionalizado,emae_tendencia_ciclo,tc_minorista,tc_mayorista,rrii,tamar,badlar,tm20,tasa_prestamos_personales,tasa_pf_pesos,tasa_pf_dolares,base_monetaria,circulacion_monetaria,dep_ccorrientes,dep_cahorro,dep_plazo,dep_plazo_fijo,m1,m2,m2_transaccional,dep_dolar_priv_ars,prestamos_privados_pesos_ars,prestamos_privados_dolares_ars,prestamos_privados_ars,inflacion,rem,cer,uva
2011-01-03,3524,3631.09,3523.82,3628.47998,493.329,181.391,282.417,133.0769197,145.5974385,143.3132278,4.01,3.97,52178.93257,,10.0625,,28.46,9.588927439,0.295091838,162877.5022,124765.9006,61676,57917,151131,81957,186441.9006,280621.9006,,257787.0408,166053,29509.4388,195562.4388,0.7,12,26319,
2011-01-04,3636,3657.01,3548.72,3613.72998,489.096,168.007,270.618,133.0769197,145.5974385,143.3132278,4.01,3.97,52185.44117,,10.875,,29.32,10.14318382,0.350075075,164389.3346,125040.0719,61828,58290,151943,82772,186868.0719,279740.0719,,258638.317,165528,29495.552,195023.552,0.7,12,26325,
2011-01-05,3608,3610.67,3566.58,3604.80005,482.67,163.797,263.52,133.0769197,145.5974385,143.3132278,4.01,3.97,52214.71372,,8.8125,,28.84,9.167972753,0.260885824,163500.1767,125293.3761,61573,59867,152162,82981,186866.3761,278836.3761,,260379.37,164951,29714.3,194665.3,0.7,12,26331,
2011-01-06,3606,3637.31,3588.8,3603.43994,485.963,165.343,271.855,133.0769197,145.5974385,143.3132278,4.01,3.97,52197.37251,,10.875,,29.01,10.20700496,0.307879446,163226.0882,125536.1199,60683,61194,152504,83360,186219.1199,279372.1199,,260758.524,165099,29845.8225,194944.8225,0.7,12,26337,
2011-01-07,3605,3623.68,3531.64,3546.26001,502.519,169.994,281.632,133.0769197,145.5974385,143.3132278,4.01,3.97,52118.77102,,8.3125,,29.91,8.939335847,0.294685603,163082.5441,126020.9057,59493,60432,154367,84040,185513.9057,277565.9057,,259366.2286,165140,30097.5612,195237.5612,0.7,12,26344,
2011-01-10,3547,3546.72,3497.84,3540.59009,501.724,173.575,287.602,133.0769197,145.5974385,143.3132278,4.01,3.98,52140.94789,,10.5625,,29.61,9.853962432,0.29374048,163319.0822,126771.2931,60254,57757,153372,83304,187025.2931,276909.2931,,257403.9424,165330,30131.4524,195461.4524,0.7,12,26366,
2011-01-11,3550,3576.6,3537.25,3545.70996,487.929,168.969,280.97,133.0769197,145.5974385,143.3132278,4.01,3.98,52200.78731,,10.8125,,30.27,10.17321588,0.416911039,163704.8172,127194.189,60338,56060,154171,83808,187532.189,276724.189,,255956.911,165412,30121.798,195533.798,0.7,12,26373,
2011-01-12,3556,3608.62,3555.73,3601.44995,478.402,166.274,278.37,133.0769197,145.5974385,143.3132278,4.01,3.98,52205.56382,,9.4375,,29.32,9.334079609,0.247389628,164108.2997,127445.6238,60868,54839,15429,83741,188313.6238,277363.6238,,255274.204,165524,30277.071,195801.071,0.7,12,26380,
2011-01-13,3602,3616.19,3539.01,3543.46997,479.007,168.192,281.384,133.0769197,145.5974385,143.3132278,4.01,3.98,52306.55859,,10.4375,,29.69,9.872318829,0.346760009,165039.362,127649.7896,60151,54234,165892,84070,187800.7896,266550.7896,,254097.725,165280,30277.575,195557.575,0.7,12,26387,
2011-01-14,3545,3551.83,3513.7,3539.06006,485.027,169.654,281.399,133.0769197,145.5974385,143.3132278,4.01,3.98,52331.31296,,10.375,,28.9,9.971291991,0.276572056,165948.5137,127644.8251,60599,53645,167918,84445,188243.8251,267153.8251,,253840.7555,165245,30405.5388,195650.5388,0.7,12,26394,
2011-01-17,3539,3564.79,3537.14,3563.3501,,,,133.0769197,145.5974385,143.3132278,4.01,3.98,52328.70337,,8.3125,,29.32,8.760653043,0.264829272,164835.2333,127643.2879,61107,52149,167646,83845,188750.2879,264701.2879,,252830.3214,165838,30413.1828,196251.1828,0.7,12,26415,
2011-01-18,3565,3613.81,3564.95,3613.81006,475.342,167.233,278.6,133.0769197,145.5974385,143.3132278,4.01,3.98,52406.68649,,11.0625,,29.5,10.13110376,0.31920623,163860.8707,127624.3582,61163,51501,170087,84430,188787.3582,262626.3582,,252291.0963,165792,30489.098,196281.098,0.7,12,26423,
2011-01-19,3616,3667.36,3615.57,3636.8999,495.322,174.853,285.444,133.0769197,145.5974385,143.3132278,4.01,3.98,52468.04467,,10.5625,,28.83,10.00998027,0.33479485,162926.1611,127559.0094,61870,51238,170117,84416,189429.0094,263738.0094,,252728.6052,165804,30536.1276,196340.1276,0.7,12,26430,
2011-01-20,3638,3698.69,3633.54,3664.82007,489.249,171.972,281.646,133.0769197,145.5974385,143.3132278,4.01,3.98,52503.45456,,10.3125,,29.02,9.850527385,0.309360003,163442.594,127550.7998,61584,51376,170386,84598,189134.7998,266101.7998,,252433.733,166312,30536.2764,196848.2764,0.7,12,26437,
2011-01-21,3669,3700.9,3638.6,3648.26001,492.814,169.615,284.126,133.0769197,145.5974385,143.3132278,4.02,3.98,52509.79299,,10.125,,29.66,9.913184708,0.310795434,163534.0707,127419.4413,61455,50954,176116,85109,188874.4413,261916.4413,,252357.1376,166620,30586.9928,197206.9928,0.7,12,26444,
2011-01-24,3656,3659.68,3616.55,3631.80005,485.489,166.131,283.2,133.0769197,145.5974385,143.3132278,4.02,3.98,52527.72517,,9.5625,,29.38,9.606709899,0.263172141,163758.2083,127416.3508,62261,50028,174991,84807,189677.3508,262128.3508,,252397.3245,167264,30656.743,197920.743,0.7,12,26465,
2011-01-25,3634,3640.89,3581.2,3604.77002,503.248,173.468,290.598,133.0769197,145.5974385,143.3132278,4.02,3.99,52569.13538,,11.5,,28.87,10.50166029,0.29612709,163717.7291,127187.5024,62260,49676,175138,85322,189447.5024,263258.5024,,252337.9072,167876,30797.1328,198673.1328,0.7,12,26472,
2011-01-26,3605,3642.2,3605.1,3642.19995,499.419,166.965,281.511,133.0769197,145.5974385,143.3132278,4.02,3.99,52653.67188,,10.875,,28.7,10.09820532,0.245059388,161438.5613,127027.4113,63320,49741,17335,85336,190347.4113,265106.4113,,253538.7136,167947,30793.536,198740.536,0.7,12,26480,
2011-01-27,3645,3659.53,3614.29,3616.79004,508.149,174.647,289.336,133.0769197,145.5974385,143.3132278,4.02,3.99,52624.038,,11,,28.63,10.22004003,0.288147218,158851.4372,126963.0521,63007,50335,174432,85679,189970.0521,263328.0521,,254080.0447,168454,30804.8534,199258.8534,0.7,12,26487,
2011-01-28,3619,3625.01,3554.46,3583.11011,554.716,185.855,305.225,133.0769197,145.5974385,143.3132278,4.03,4,52573.85294,,8.6875,,29.85,8.969879651,0.222314185,158058.2705,126936.3872,62466,52477,174906,85590,189402.3872,263323.3872,,256098.548,168768,31124.43,199892.43,0.7,12,26494,
2011-01-31,3583,3606.08,3572.47,3593.12988,552.49,179.426,298.201,133.0769197,145.5974385,143.3132278,4.03,4,52618.11007,,10.5,,28.63,10.1263708,0.353049554,158604.572,127152.0837,61963,55604,17466,85364,189115.0837,263515.0837,,258810.3848,169303,31238.2464,200541.2464,0.7,12,26515,
2011-02-01,3594,3641.6,3594.13,3635.26001,524.755,169.778,284.463,129.5098868,143.7785934,143.981149,4.04,4.01,52646.75104,,7.8125,,27.06,8.672911602,0.349699378,160506.3621,127393.2314,61350,56941,175413,86028,188743.2314,263348.2314,,260387.224,168615,31316.7456,199931.7456,0.7,12.5,26523,
2011-02-02,3638,3645.21,3615.66,3640.97998,516.944,165.652,277.936,129.5098868,143.7785934,143.981149,4.05,4.01,52605.78483,,9.875,,28.76,9.634198818,0.291109704,161986.168,127450.8539,62131,57016,175444,86050,189581.8539,262357.8539,,261115.6073,168019,31419.8238,199438.8238,0.7,12.5,26531,
2011-02-03,3641,3653.61,3615.84,3639.33008,521.917,165.704,277.445,129.5098868,143.7785934,143.981149,4.05,4.01,52535.47019,,10.5625,,28.96,9.924089472,0.326085314,161767.229,127758.2226,62083,58485,175395,86161,189841.2226,262631.2226,,262539.7533,167948,31516.2693,199464.2693,0.7,12.5,26539,
2011-02-04,3639,3646.9,3604.53,3631.21997,517.986,160.221,270.338,129.5098868,143.7785934,143.981149,4.05,4.02,52508.80316,,8.875,,29.15,9.196052851,0.250607622,160936.4954,127892.8556,60597,61051,175867,86421,188489.8556,262681.8556,,263882.1344,168455,31607.3296,200062.3296,0.7,12.5,26547,
2011-02-07,3631,3639.54,3559.42,3559.71997,517.937,163.818,273.473,129.5098868,143.7785934,143.981149,4.05,4.02,52447.63052,,8.3125,,29.43,9.21548914,0.284752099,162652.8091,128033.4653,61367,58520,176157,86188,189400.4653,260990.4653,,262550.7624,169244,31611.0942,200855.0942,0.7,12.5,26570,
2011-02-08,3560,3577.98,3551.61,3567.3999,512.82,163.023,265.861,129.5098868,143.7785934,143.981149,4.05,4.02,52470.08327,,10.75,,29.08,10.26725818,0.310899945,162590.9574,128106.2954,61131,57403,176984,86755,189237.2954,260433.2954,,261531.7152,168583,31735.6032,200318.6032,0.7,12.5,26576,
2011-02-09,3567,3579.49,3489.04,3505.67993,529.538,173.741,277.135,129.5098868,143.7785934,143.981149,4.05,4.02,52495.95277,,10.375,,29.53,10.01504261,0.27063365,163522.3938,128158.3148,61488,56467,177052,86738,189646.3148,261112.3148,,261068.8429,168438,31711.8465,200149.8465,0.7,12.5,26583,
2011-02-10,3505,3511.62,3412.15,3414.06006,526.647,172.219,275.794,129.5098868,143.7785934,143.981149,4.05,4.02,52479.41326,,11.0625,,27.67,10.15321789,0.35355298,163687.8209,128150.308,61818,55001,177207,86883,189968.308,261099.308,,259974.6838,168686,32090.1438,200776.1438,0.7,12.5,26590,
2011-02-11,3412,3462.48,3404.61,3460.04004,533.662,176.219,280.107,129.5098868,143.7785934,143.981149,4.05,4.02,52386.54501,,9.375,,30.1,9.328193197,0.244883776,163805.2378,128094.1093,61612,54371,177674,87043,189706.1093,260487.1093,,259520.776,168745,31785.866,200530.866,0.7,12.5,26597,
2011-02-14,3466.1499,3518.85,3466.15,3508.92993,544.383,182.096,287.679,129.5098868,143.7785934,143.981149,4.05,4.02,52372.66743,,9.0625,,30.15,9.304608656,0.309185364,164339.229,128002.6862,62489,52901,1772,86553,190491.6862,261614.6862,,258699.3705,168926,31664.945,200590.945,0.7,12.5,26618,
2011-02-15,3510.54004,3532.31,3485.09,3490.20996,553.555,180.676,291.486,129.5098868,143.7785934,143.981149,4.05,4.02,52357.27385,,8.875,,29.64,9.259935982,0.313864884,163994.3227,127753.0085,63082,52225,179138,86975,190835.0085,259864.0085,,258813.012,169329,31735.548,201064.548,0.7,12.5,26625,
2011-02-16,3490.40991,3545.39,3490.21,3545.38989,549.117,175.257,286.05,129.5098868,143.7785934,143.981149,4.05,4.02,52418.63945,,8.375,,29.38,8.743559518,0.250483228,162977.4737,127574.0834,62844,51859,180244,87218,190418.0834,258778.0834,,258523.6635,169584,32014.8975,201598.8975,0.7,12.5,26631,
2011-02-17,3550,3555.28,3532.44,3538.37988,537.958,175.884,287.539,129.5098868,143.7785934,143.981149,4.05,4.02,52443.91751,,10.9375,,29.49,10.23456119,0.296917809,163360.7777,127294.6129,62506,51683,181419,87702,189800.6129,258236.6129,,257998.936,169203,32067.256,201270.256,0.7,12.5,26638,
2011-02-18,3538.30005,3545.41,3527.99,3537.06006,532.951,176.1,286.849,129.5098868,143.7785934,143.981149,4.05,4.02,52432.4703,,10.75,,29.19,10.13381973,0.283318682,162081.5319,127078.2144,62985,51245,182043,88121,190063.2144,259717.2144,,258604.4912,169281,32089.7304,201370.7304,0.7,12.5,26645,
2011-02-21,3537.06006,3537.06,3505.9,3515.44995,,,,129.5098868,143.7785934,143.981149,4.06,4.03,52430.90126,,10.375,,29.08,9.950275939,0.278927033,162222.8708,127011.5131,63460,50749,181212,87748,190471.5131,259530.5131,,258929.5323,169968,32129.7994,202097.7994,0.7,12.5,26666,
2011-02-22,3515.44995,3526.08,3469.45,3476.80005,558.572,183.851,300.583,129.5098868,143.7785934,143.981149,4.06,4.03,52338.09725,,11.0625,,28.99,10.19555013,0.282359491,163347.3284,126934.8574,63587,49727,181559,88194,190521.8574,261508.8574,,258108.593,170274,32269.9102,202543.9102,0.7,12.5,26673,
2011-02-23,3476.80005,3487.95,3389.98,3429.08008,571.05,184.877,299.716,129.5098868,143.7785934,143.981149,4.06,4.03,52332.29018,,9.375,,30.88,9.585325768,0.283461674,160319.2239,126871.8928,64210,49696,181722,88315,191081.8928,261323.8928,,258934.9504,170678,32234.4288,202912.4288,0.7,12.5,26680,
2011-02-24,3425.17993,3430.14,3367.73,3382.70996,587.552,187.864,302.746,129.5098868,143.7785934,143.981149,4.06,4.03,52361.88036,,8.75,,28.77,9.290876631,0.307235835,161919.0756,126807.0205,64136,50167,182659,88422,190943.0205,262542.0205,,259272.6798,171186,32269.9102,203455.9102,0.7,12.5,26687,
2011-02-25,3385.69995,3450.33,3385.7,3435.43994,573.256,186.58,300.946,129.5098868,143.7785934,143.981149,4.06,4.03,52305.95087,,10.5,,29.13,9.995147015,0.261679461,162991.8731,127951.4648,63349,52475,182818,88332,191300.4648,263935.4648,,261194.4242,171785,32338.3749,204123.3749,0.7,12.5,26694,
2011-02-28,3436.55005,3479.14,3436.55,3455.6499,580.162,178.129,303.696,129.5098868,143.7785934,143.981149,4.06,4.03,52318.01165,,8.75,,28.78,9.058078573,0.22373812,160387.2599,128079.3521,62490,55163,182187,87660,190569.3521,263438.3521,,263056.183,172777,32348.793,205125.793,0.7,12.5,26714,
2011-03-01,3456.16992,3489.72,3418.61,3426.86011,590.315,175.967,303.202,147.0018391,144.6516716,144.6344512,4.06,4.03,52313.43951,,9.9375,,29.09,9.773699601,0.40490977,164681.3493,128422.0815,61890,56820,183133,88329,190312.0815,263411.0815,,264592.37,172021,32387.478,204408.478,0.8,11.7,26720,
2011-03-02,3425.55005,3460.75,3412.11,3426.28003,571.064,169.584,296.044,147.0018391,144.6516716,144.6344512,4.06,4.03,52352.23528,,10.5625,,29.19,10.12072574,0.265577315,165898.482,128903.1907,61960,57652,183818,88762,190863.1907,263425.1907,,265853.7875,171788,32497.9215,204285.9215,0.8,11.7,26727,
2011-03-03,3426.80005,3474.97,3426.8,3474.96997,553.592,162.476,283.799,147.0018391,144.6516716,144.6344512,4.06,4.03,52390.38913,,8.375,,28.99,9.020104339,0.308643528,167220.9295,129398.9124,62154,59926,183922,88828,191552.9124,264922.9124,,268454.7622,172523,32536.6052,205059.6052,0.8,11.7,26733,
2011-03-04,3460,3492.03,3445.79,3467.71997,563.293,166.595,290.925,147.0018391,144.6516716,144.6344512,4.06,4.03,52364.22544,,9.75,,29.15,9.587240589,0.296935573,166921.9085,129799.0183,59986,61925,184595,89177,189785.0183,264229.0183,,268497.3284,173386,32625.2608,206011.2608,0.8,11.7,26739,
2011-03-09,3460,3487.74,3448.24,3457.52002,561.162,162.265,287.041,147.0018391,144.6516716,144.6344512,4.06,4.03,52365.3539,,8.875,,29.7,9.21870131,0.279541988,167691.52,129894.8747,61627,57980,182393,87820,191521.8747,260258.8747,,266210.9175,173023,32711.64,205734.64,0.8,11.7,26771,
2011-03-10,3460,3456.96,3374.89,3405.91992,575.407,174.238,298.547,147.0018391,144.6516716,144.6344512,4.06,4.03,52329.91218,,10.875,,30.02,10.09051315,0.303106314,166720.6104,129910.7219,62220,56397,183131,88319,192130.7219,263083.7219,,265300.112,172952,32921.28,205873.28,0.8,11.7,26777,
2011-03-11,3399,3403.58,3349.74,3403.51001,573.691,171.934,296.28,147.0018391,144.6516716,144.6344512,4.06,4.03,52378.55153,,10.75,,30.27,10.04004096,0.284930048,166529.1212,129785.7819,62424,55524,183862,88942,192209.7819,263506.7819,,264891.3341,172362,32846.1743,205208.1743,0.8,11.7,26783,
2011-03-14,3401,3400.7,3324.24,3357.98999,580.489,175.278,300.01,147.0018391,144.6516716,144.6344512,4.06,4.03,52439.46757,,9.125,,29.9,9.292459549,0.250262656,166933.4198,129570.5297,63123,53819,182854,88721,192693.5297,263731.5297,,264110.472,172340,32838.7488,205178.7488,0.8,11.7,26802,
2011-03-15,3349,3349,3207.26,3263.27002,596.701,181.699,306.546,147.0018391,144.6516716,144.6344512,4.06,4.03,52340.09766,,8.3125,,30.65,8.798564438,0.35918158,166649.8175,129131.7075,63420,52740,183631,89241,192551.7075,262961.7075,,263562.015,173074,32957.6225,206031.6225,0.8,11.7,26809,
2011-03-16,3265,3294.5,3166.53,3197.53003,608.362,192.265,318.129,147.0018391,144.6516716,144.6344512,4.07,4.04,52341.91775,,9,,29.35,9.207445507,0.28532555,164018.8077,128696.9709,63242,52379,184852,89633,191938.9709,262890.9709,,263284.0295,173070,33030.6795,206100.6795,0.8,11.7,26815,
2011-03-17,3208,3269.31,3208.15,3260.82007,590.423,188.593,313.485,147.0018391,144.6516716,144.6344512,4.07,4.04,52374.30723,,9.0625,,29.2,9.480403355,0.311219606,164935.209,128232.6797,64101,51771,18578,89908,192333.6797,263571.6797,,263386.8636,172417,33203.1162,205620.1162,0.8,11.7,26821,
2011-03-18,3261,3306.45,3261.3,3277.87012,590.856,185.171,309.214,147.0018391,144.6516716,144.6344512,4.07,4.04,52438.92047,,8.0625,,30.09,8.541200508,0.253164768,163115.0154,128092.4232,63952,51439,18674,90347,192044.4232,262875.4232,,263289.5082,172371,33304.0285,205675.0285,0.8,11.7,26828,
2011-03-21,3286,3346.35,3285.63,3332.94995,577.489,178.77,303.229,147.0018391,144.6516716,144.6344512,4.07,4.04,52410.26415,,8.5625,,29.24,9.108879951,0.270276838,162938.1666,128084.3625,64133,50337,185935,89901,192217.3625,263427.3625,,262644.884,172568,33255.784,205823.784,0.8,11.7,26847,
2011-03-22,3333,3350.32,3317.88,3321.54004,582.098,179.066,303.97,147.0018391,144.6516716,144.6344512,4.07,4.04,52501.75822,,11,,29.25,10.15639434,0.300131511,163542.1361,128098.5919,64201,49849,186044,90382,192299.5919,264319.5919,,262192.3536,172654,33332.5592,205986.5592,0.8,11.7,26853,
2011-03-23,3320,3348.83,3308.55,3348.83008,562.965,176.78,302.06,147.0018391,144.6516716,144.6344512,4.07,4.04,52549.57219,,10.625,,29.27,10.30731403,0.269085643,162239.9421,128162.0206,64171,50162,186669,90826,192333.0206,264133.0206,,262793.3575,173030,33374.707,206404.707,0.8,11.7,26860,
2011-03-28,3350,3357.53,3310.11,3313.17993,538.225,170.13,290.975,147.0018391,144.6516716,144.6344512,4.07,4.04,51667.32965,,9.5,,29.24,9.504110284,0.27005059,163560.0938,128236.2271,65253,49021,184806,89971,193489.2271,265278.2271,,263006.5204,174135,33365.3938,207500.3938,0.8,11.7,26891,
2011-03-29,3313,3327.55,3307.01,3324.18994,543.85,173.552,293.311,147.0018391,144.6516716,144.6344512,4.07,4.05,51420.47245,,10.875,,28.95,10.23065081,0.308585981,161558.8822,127941.67,66064,49276,185842,90914,194005.67,266568.67,,264925.9284,174110,33527.4464,207637.4464,0.8,11.7,26898,
2011-03-30,3331,3396.74,3331.43,3376.43994,535.061,171.089,290.236,147.0018391,144.6516716,144.6344512,4.08,4.05,51334.44075,,9.125,,29.06,9.346571036,0.21638604,157399.4607,127723.0281,66873,51487,18666,91438,194596.0281,268711.0281,,268527.2068,174874,33470.6872,208344.6872,0.8,11.7,26904,
2011-03-31,3381,3388.03,3362.02,3388.03003,539.407,173.641,298.812,147.0018391,144.6516716,144.6344512,4.08,4.05,51298.33767,,10.75,,28.38,10.06376549,0.378561567,159289.8592,127882.7717,64623,55865,186825,91620,192505.7717,269448.7717,,270468.052,175494,33408.74,208902.74,0.8,11.7,26911,
2011-04-01,3390,3472.82,3389.67,3471.94995,513.244,171.938,295.231,151.035823,144.9272748,145.2531449,4.08,4.05,51302.13066,,10.5,,28.94,10.18387969,0.305913505,166153.9274,128253.356,63739,57954,187068,91937,191992.356,269798.356,,271745.0774,175643,33633.6432,209276.6432,0.8,12,26917,
2011-04-04,3472,3522.21,3471.76,3513.34009,514.614,170.455,293.944,151.035823,144.9272748,145.2531449,4.08,4.05,51209.61985,,9.0625,,28.53,9.219892675,0.26891715,166516.4231,128811.7639,64324,57189,18576,91309,193135.7639,268614.7639,,272231.145,175702,33649.4688,209351.4688,0.8,12,26937,
2011-04-05,3512,3537.98,3508.85,3511.05005,518.426,169.42,290.202,151.035823,144.9272748,145.2531449,4.08,4.05,51329.60384,,10.5625,,28.97,9.933837163,0.34188625,167556.0698,129126.5734,64088,58965,186063,91854,193214.5734,268629.5734,,273696.7025,175497,33639.8025,209136.8025,0.8,12,26944,
2011-04-06,3522,3541.37,3498.91,3503.98999,512.564,164.251,282.419,151.035823,144.9272748,145.2531449,4.08,4.05,51405.17875,,11.375,,29.39,10.37571702,0.30258987,167585.7999,129592.6485,63548,61505,187128,92721,193140.6485,268687.6485,,276136.1075,175633,33826.4575,209459.4575,0.8,12,26950,
2011-04-07,3504,3509.6,3446.95,3456.52002,514.082,164.861,283.473,151.035823,144.9272748,145.2531449,4.08,4.05,51481.38181,,11.375,,29.17,10.78932984,0.286441263,166995.5963,130274.7253,63425,60605,187798,93327,193699.7253,267674.7253,,275735.5355,175737,34130.47,209867.47,0.8,12,26958,
2011-04-08,3465,3486.2,3456.09,3480.38989,506.574,165.355,281.641,151.035823,144.9272748,145.2531449,4.08,4.05,51541.10744,,8.4375,,29.69,8.9565565,0.249861598,166394.5825,130842.547,63276,59631,187503,93180,194118.547,268784.547,,274819.954,176187,34398.3486,210585.3486,0.8,12,26965,
2011-04-11,3482,3488.54,3440.23,3448.12012,508.022,164.687,282.739,151.035823,144.9272748,145.2531449,4.08,4.05,51605.49535,,10,,29.9,9.742926662,0.329170682,168635.5468,130856.028,64592,56812,187029,92610,195448.028,267724.028,,273571.662,176201,34388.354,210589.354,0.8,12,26988,
2011-04-12,3446,3446.49,3376.25,3401.55005,525.127,171.39,291.753,151.035823,144.9272748,145.2531449,4.08,4.05,51633.33234,,10.6875,,29.73,10.04599092,0.357152423,168438.0079,130688.0546,64966,55473,187775,93213,195654.0546,267828.0546,,272923.5938,176506,34443.549,210949.549,0.8,12,26995,
2011-04-13,3402,3407.24,3372.15,3407.23999,524.554,172.575,294.05,151.035823,144.9272748,145.2531449,4.09,4.06,51658.08392,,8.1875,,29.77,8.583006191,0.232713969,168355.7681,130336.8084,64946,54639,188835,93397,195282.8084,267679.8084,,272302.9734,176490,34474.1053,210964.1053,0.8,12,27003,
2011-04-14,3404,3403.77,3357.86,3381.57007,528.103,172.539,294.341,151.035823,144.9272748,145.2531449,4.1,4.07,51709.91266,,8.25,,29.6,8.802780002,0.316090325,170120.1733,130105.9529,66014,54258,189682,93592,196119.9529,269430.9529,,272771.5044,176300,34985.1112,211285.1112,0.8,12,27011,
2011-04-15,3382,3395.38,3355.02,3381.25,529.443,176.594,299.768,151.035823,144.9272748,145.2531449,4.1,4.07,51638.03097,,8.9375,,30.17,9.272221271,0.29684289,169251.3661,129974.0657,66269,53532,190685,93945,196243.0657,268432.0657,,272560.6944,176916,35040.5056,211956.5056,0.8,12,27018,
2011-04-18,3380,3380.14,3290.67,3300.97998,540.475,179.523,306.995,151.035823,144.9272748,145.2531449,4.1,4.07,51563.8797,,8.25,,29.26,8.64932206,0.26111132,168836.2119,129988.4557,66336,52490,190626,93683,196324.4557,266092.4557,,272307.9512,177325,35038.5266,212363.5266,0.8,12,27041,
2011-04-19,3305,3337.62,3305.03,3332.27002,546.612,182.244,307.578,151.035823,144.9272748,145.2531449,4.11,4.08,51642.38936,,11,,29.5,10.48970524,0.318585629,168520.7865,130032.8384,67067,51939,192213,94138,197099.8384,263976.8384,,272390.3056,178215,35205.6528,213420.6528,0.8,12,27048,
2011-04-20,3338,3413.94,3336.05,3413.93994,541.121,177.694,300.446,151.035823,144.9272748,145.2531449,4.11,4.08,51739.00117,,8.625,,29.82,9.213235565,0.282133785,169052.426,130015.7976,66837,52140,192688,94519,196852.7976,265592.7976,,272606.6088,178320,35162.2404,213482.2404,0.8,12,27056,
2011-04-25,3416,3416.65,3393.63,3401.1499,546.855,180.282,304.229,151.035823,144.9272748,145.2531449,4.11,4.08,51836.74782,,10.625,,29.77,10.07252584,0.278201744,167566.4486,129956.6513,67912,50423,191825,93852,197868.6513,268086.6513,,272175.2744,179291,35185.5704,214476.5704,0.8,12,27094,
2011-04-26,3402,3409.45,3368.74,3374.19995,563.867,180.414,307.95,151.035823,144.9272748,145.2531449,4.11,4.08,52094.45961,,10.75,,26.24,9.844625018,0.296810879,167266.725,129792.4469,67601,50056,192016,94329,197393.4469,269871.4469,,272209.9654,179169,35062.0158,214231.0158,0.8,12,27101,
2011-04-27,3374,3377.29,3340.67,3377.29004,566.686,177.86,304,151.035823,144.9272748,145.2531449,4.11,4.08,51882.20317,,9.25,,28.98,9.457088025,0.254681284,166898.8702,129728.9309,68718,50660,191172,94335,198446.9309,272328.9309,,274208.247,179896,35122.1835,215018.1835,0.8,12,27109,
2011-04-28,3379,3383.42,3359.05,3375.95996,562.646,177.463,303.893,151.035823,144.9272748,145.2531449,4.12,4.08,51908.11695,,10.8125,,30.56,10.43523871,0.335195767,166633.4841,129825.1975,68583,53274,190141,93632,198408.1975,274179.1975,,276500.6465,180915,35009.5601,215924.5601,0.8,12,27117,
2011-04-29,3375,3419.77,3374.08,3406.02002,554.738,172.11,301.679,151.035823,144.9272748,145.2531449,4.12,4.08,52011.11696,,9.125,,28.98,9.338520131,0.22551157,167292.9086,129904.6423,67577,57950,189629,94038,197481.6423,276926.6423,,280120.894,181564,34557.7545,216121.7545,0.8,12,27124,
2011-05-02,3408,3428.09,3392.16,3395.63989,546.103,167.99,299.951,166.1783421,147.3814762,145.8051766,4.12,4.08,51990.39327,,10.3125,,28.16,9.925719974,0.291267153,170410.0969,130284.0504,68146,58803,188439,93180,198430.0504,277078.0504,,281304.4235,181444,34582.2375,216026.2375,0.7,12,27147,
2011-05-03,3395,3395.01,3354.9,3375.34009,554.751,171.255,301.844,166.1783421,147.3814762,145.8051766,4.12,4.08,52010.91546,,11,,28.71,10.18818358,0.346958676,171247.3706,130683.2705,67418,59097,189222,93766,198101.2705,276006.2705,,281558.1164,181367,34653.4848,216020.4848,0.7,12,27154,
2011-05-04,3375,3374.7,3320.3,3352.21997,563.726,174.807,303.943,166.1783421,147.3814762,145.8051766,4.11,4.08,51992.91302,,8.9375,,29.07,9.186409703,0.320579637,171730.1114,131203.8243,68187,61626,189458,93849,199390.8243,275909.8243,,285266.265,181680,34655.3525,216335.3525,0.7,12,27161,
2011-05-05,3347,3347.11,3291.95,3305.68994,581.946,173.095,308.406,166.1783421,147.3814762,145.8051766,4.12,4.08,51899.85415,,10.8125,,29.51,10.16920903,0.312362863,170423.6155,131745.347,67913,63534,188963,94213,199658.347,276997.347,,286823.2912,181859,34792.23,216651.23,0.7,12,27169,
2011-05-06,3307,3365.39,3306.67,3315.84009,577.257,174.023,307.601,166.1783421,147.3814762,145.8051766,4.12,4.08,51897.06171,,10.8125,,29.58,10.41860128,0.305797596,169195.1254,132354.9253,66763,63262,190077,95086,199117.9253,273893.9253,,286104.6255,182259,34794.4235,217053.4235,0.7,12,27176,
2011-05-09,3314,3359.07,3294.07,3359.07007,587.79,171.049,308.263,166.1783421,147.3814762,145.8051766,4.12,4.08,51893.81132,,8.5,,29.61,8.981824676,0.280303334,169953.33,132668.2406,67925,60173,189233,94432,200593.2406,273537.2406,,284869.7206,182390,34882.399,217272.399,0.7,12,27198,
